id,objet,montant,codecpv,procedure,nature,datenotification,dureemois,formeprix,acheteur_id,acheteur_nom,titulaire_id_1,titulaire_denominationsociale_2,offresrecues,lieuexecution_nom,lieuexecution_code,lieuexecution_typecode,source
202323T081000,REHABILITATION CINE PEINTURE,40976.0,45442100-8,Procédure adaptée,Marché,2023-12-01,11,Révisable,21380229100012,,77559584600681,,,MEYLAN,,,data.gouv.fr_pes
2023-10L0100,EXTENSION CIMETIERE LOT 1 VRD :VOIRIES,88721.7,45236000-0,Procédure adaptée,Marché,2023-12-01,24,Ferme,21310303900011,,40416348700022,,,LONGAGES,,,data.gouv.fr_pes
2024fioulagglo00,fioul groupement de commande agglo  : marche total,100000.0,09135100-5,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,Révisable,20007554700014,,44239544800057,,,Gennes-Val-de-Loire,,,data.gouv.fr_pes
20232307300,CHATEAU DE GAILLON - FOUILLES ARCHEOLOGIQUES - AILE DES CUISINES ET GRANT MAISON FOUILLES PREVENTIVE DANS LE CADRE DE LA RESTAURATION DE L'AILE DES CUISINES ET DE LA GRANT'MAISON,84190.8,45112420-5,Procédure adaptée,Marché,2023-12-01,30,Ferme et actualisable,20008945600012,,39478503400114,,,EURE,,,data.gouv.fr_pes
202323007100,LOT 3 FOURNITURE DE SACS,1800000.0,90500000-2,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,Révisable,24300064300086,,54275013800027,,,NIMES CEDEX 9,,,data.gouv.fr_pes
202323EV010100,LO1 ENTRETIEN DES ESPACES VERTS,1000000.0,77310000-6,Appel d'offres ouvert,Marché,2023-12-01,48,Révisable,21690264300016,,32504095400043,,,VILLEFRANCHE SUR SAONE CEDEX,,,data.gouv.fr_pes
2023160400,CLOISONS DOUBLAGES FAUX-PLAFONDS,591710.1,45000000-7,Appel d'offres ouvert,Marché,2023-12-01,18,Ferme,25230017300041,,44790579500012,,,AUBUSSON,,,data.gouv.fr_pes
20232327A1600,TRAVAUX CONSTRUCTION CSP AIX - LOT 16 PEINTURE,93801.0,45216121-8,Appel d'offres ouvert,Marché,2023-12-01,26,Révisable,28731200300018,,44129600100031,,,SAINT ALBAN LEYSSE,,,data.gouv.fr_pes
2023M23-035L1200,M23-035VDC L12 ELECTRICITE COURANTS FORTS ET FAIBLES,209812.01,45311200-2,Procédure adaptée,Marché,2023-12-01,15,Révisable,21360044800012,,51516553800015,,,CHATEAUROUX CEDEX,,,data.gouv.fr_pes
2023AAPC230600,Fourniture et installation d'un ventilateur d'aspiration et de son variateur pour l'ecole centrale de lyon - campus d'ecully,28311.0,42522000-1,Procédure adaptée,Marché,2023-12-01,3,Ferme,19690187000010,,50305672300029,,,Ecole centrale de Lyon - Campus d'Ecully,,,e-marchespublics
2023921400,"Marché de services pour la réalisation de diagnostics techniques réglementaires avant cession, travaux et relocation sur le patrimoine de Hauts-de-Seine Habitat - OPH  (4 Lots) - Lot 1: DP BAGNEUX et DP PLESSIS-ROBINSON",3512000.0,71335000-5,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,Révisable,27920022400012,,44135591400298,,,Hauts de seine,,,e-marchespublics
2023ENV030400,"LOT 4 Fourniture de plants forestiers, plantation de haies bocagères et dégagement à la débroussailleuse de haies bocagères juvéniles",169770.0,45262640-9,Procédure adaptée,Accord-cadre,2023-12-01,36,Révisable,20006908600011,,83961465800020,,,LANVOLLON,,,data.gouv.fr_pes
2023AOVEHSNVL400,MARCHE AOVEHSNVL 2023-2 LOT 4 ACQUISITION DES VEHICULES ELECTRIQUES OU HYBRIDES POUR LES BESOINS DU SINNOVAL LOT 4 : ACQUISITION ET MAINTENANCE DE VEHICULES HYBRIDES TYPES CITADINES AVEC MAINTENANCE,240000.0,34100000-8,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,Révisable,20009583400012,,34245223200016,,,TERRITOIRE SINNOVAL,,,data.gouv.fr_pes
202323000400,Extension du restaurant scolaire et rehabilitation thermique du complexe scolaire - Maitrise d oeuvre,136060.0,71315200-1,Procédure adaptée,Marché,2023-12-01,45,Révisable,21370243400019,,44421420900025,DUPIN BUREAU D ETUDES,,SAVONNIERES,,,data.gouv.fr_pes
202323000400,Extension du restaurant scolaire et rehabilitation thermique du complexe scolaire - Maitrise d oeuvre,126210.0,71315200-1,Procédure adaptée,Marché,2023-12-01,45,Révisable,21370243400019,,44421420900025,CARATY POUPART LAFARGE,,SAVONNIERES,,,data.gouv.fr_pes
20232023S0013600,Prestations de contrôle technique et de vérifications techniques règlementaires - Contrôle technique - secteur Nord-Ouest du Morbihan,200000.0,71356100-9,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,,25560110600024,,83415751301193,,,(56) Morbihan,,,megalis-bretagne
20232023F0000700,"Marché de fourniture et de livraison de produits  d'épicerie, conserves et boissons - Produits pour desserts et petits déjeuners",296788.0,15894700-8,Appel d'offres ouvert,Accord-cadre,2023-12-01,24,,19290051200018,,43392733200653,,,(29) Finistère,,,megalis-bretagne
20232023S0014200,Prestations de contrôle technique et de vérifications techniques règlementaires - Contrôle technique - secteur Sud-Ouest du Morbihan,200000.0,71356100-9,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,,25560110600024,,83415751301193,,,(56) Morbihan,,,megalis-bretagne
20232023S0014400,Prestations de contrôle technique et de vérifications techniques règlementaires - Contrôle technique - secteur Sud-Est du Morbihan,200000.0,71356100-9,Appel d'offres ouvert,Accord-cadre,2023-12-01,48,,25560110600024,,79018278600463,,,(56) Morbihan,,,megalis-bretagne
2023091500,"Maintenance des équipements entretenus par la société REVVITY incluant la fourniture de pièces détachées, de sous-ensembles, d?accessoires, de consommables et de réactifs captifs",800000.0,33100000-1,Marché négocié sans publicité ni mise en concurrence préalable,Accord-cadre,2023-12-01,46,Révisable,26310012500016,,69203111500235,,,Occitanie,,,data.gouv.fr_pes
20232023S0001000,Assistance à maitrise d’ouvrage pour la réalisation d’un schéma de transfert de compétence en assainissement collectif,44400.0,71241000-9,Procédure adaptée,Marché,2023-12-01,30,Révisable,20007067000019,,40812178800066,,,(35) Ille-et-Vilaine,,,megalis-bretagne
20232023450100,Travaux de renouvellement des réseaux d'eaux usées de la galerie du centre-ville et de la RD7 sur la commune de Vacqueyras (84190): Lot 1: Réalisation de chemisage sur le réseau existant (l,102956.0,45232411-6,Procédure adaptée,Marché,2023-12-01,6,Unitaire,24840005300059,,50169815300019,,3.0,,,,e-marchespublics
202323007000,LOT 2 FOURNITURE DE BACS,15000000.0,90500000-2,Appel d'offres ouvert,Accord-cadre,2023-12-01,47,Révisable,24300064300086,,77815194401120,,,NIMES CEDEX 9,,,data.gouv.fr_pes
20232304203,Travaux d'entretien et d'amélioration des bâtiments et des ouvrages communaux: Lot 3: Peinture - Revêtements muraux - Revêtement de sols,350000.0,45442100-8,Procédure adaptée,Marché,2023-12-01,36,Révisable,21330009800018,,44010434700032,,,ARCACHON CEDEX,,,e-marchespublics
202401600,CONSTRUCTION D'UNE MAISON DE SANTE LOT No14,178800.0,45330000-9,Procédure adaptée,Marché,2023-12-01,14,Ferme,21050070800016,,34234448800040,,,Laragne-Montéglin,,,data.gouv.fr_pes
202323N0005-0000,DEA-ATELIERS DE DEFINITION DE PROJET PROFESSIONNEL,86000.0,85312300-2,Procédure adaptée,Accord-cadre,2023-12-01,48,Révisable,20003019500115,,39017462100339,,,NICE CEDEX 4,,,data.gouv.fr_pes
20239215,"Marché de services pour la réalisation de diagnostics techniques réglementaires avant cession, travaux et relocation sur le patrimoine de Hauts-de-Seine Habitat - OPH (4 Lots) - Lot 2 : DP SURESNES et DP SEINE OUEST",4000000.0,71335000-5,Appel d'offres ouvert,Marché,2023-12-01,48,Unitaire,27920022400012,,44135591400298,,13.0,,,,e-marchespublics
20240700,LOT 07 - Féculents et farine,111135.61,15612000-1,Appel d'offres ouvert,Accord-cadre,2023-12-01,24,Révisable,21290235700012,,38500623400418,,,Le Relecq-Kerhuon,,,data.gouv.fr_pes
2023P00300,MARCHE D ASSURANCE RESPONSABILITE CIVILE LOT 1,267101.12,66514110-0,Appel d'offres ouvert,Marché,2023-11-30,48,Révisable,21130117100016,,34153981500017,,,13127,,,data.gouv.fr_pes
2023AOEV0200,LOT 2 Cité URBAIN GETRIN PARCELLE AB109,129000.0,77310000-6,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Ferme et actualisable,21971120700015,,80280985500017,,,POINTE A PITRE,,,data.gouv.fr_pes
2023AOEV1000,lot10 RESIDENCE LAURIERS-MORTENOL-GEORGES ROUX IMM PLOCOSTE,280000.0,77310000-6,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Ferme et actualisable,21971120700015,,80280985500017,,,POINTE A PITRE,,,data.gouv.fr_pes
20231000202300,FOURNITURE ET POSE DE JEUX AU JARDIN PUBLIC,53499.84,43325000-7,Procédure adaptée,Marché,2023-11-30,90,Ferme,21370132900012,,32164332200035,,,LOCHES,,,data.gouv.fr_pes
2024orapi00,founitures de produits et matériels d'entretien pour la commune (et le ccas),57619.34,39812100-8,Procédure adaptée,Marché,2023-11-30,24,Révisable,20007554700014,,44031947300078,,,Gennes-Val-de-Loire,,,data.gouv.fr_pes
202398050000,"REAMENAGEMENT DES BATIMENTS SPORTIFS DE LA COMMUNAUTE DE COMMUNES DU PAYS VIGANAIS - HALLE AUX SPORTS ""PIERRE DURAND"": Lot 7: TRAVAUX DE PEINTURE",14700.0,45442110-1,Procédure adaptée,Marché,2023-11-30,6,Ferme,24300027000047,,88355334900027,,,Le vigan,,,e-marchespublics
202398064100,Travaux de Mise en Accessibilité (ADAP) du centre Afpa de Valence,71396.0,45421000-4,Procédure adaptée,Marché,2023-11-30,4,Ferme et actualisable,82422814200017,,38582043600025,,,VALENCE,,,e-marchespublics
2023230801800,LOT 18 : PLOMBERIE - SANITAIRE / CHAUFFAGE / VMC,1402300.04,45214210-5,Appel d'offres ouvert,Marché,2023-11-30,17,Révisable,21740298100096,,47929021500017,,,VETRAZ-MONTHOUX,,,data.gouv.fr_pes
2023AOEV0500,LOT 5 TERRES PLEINS TROTTOIRS ET ACCOTEMENTS,440000.0,77310000-6,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Ferme et actualisable,21971120700015,,88498769400012,,,POINTE A PITRE,,,data.gouv.fr_pes
2024068000,FOURNITURE D?ARTICLES POUR LE GROUPEMENT DE COMMANDES ENTRETIEN HYGIENE ET ARTICLES HOTELIERS AUVERGNE RHONE ALPES,40000.0,39220000-0,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,26690025700046,,30166973500062,,,Rhone,,,data.gouv.fr_pes
20242024-0300,REHABILITATION DE LA BOULANGERIE ET DE SON LOGEMENT MENUISERIE EXTERIEURE LOT 3,57938.31,44220000-8,Procédure adaptée,Marché,2023-11-30,12,Ferme et actualisable,21720381900040,,42350147700016,,,Voivres-lès-le-Mans,,,data.gouv.fr_pes
2024C3N10300AU00,ACQUISITION MAINTENANCE LOGICIEL ECONCEPT,40000.0,48900000-7,Marché négocié sans publicité ni mise en concurrence préalable,Accord-cadre,2023-11-30,31,Révisable,26870853400014,,48425506200016,,,CCAS LIMOGES,,,data.gouv.fr_pes
2023202300000400,"CONSTRUCTION HALTE GARDERIE - LOT 01 - VOIRIE, RESEAUX DIVERS et GROS OEUVRE",77761.65,85312110-3,Procédure adaptée,Marché,2023-11-30,10,Révisable,21720249800010,,41486723400026,,,La Quinte,,,data.gouv.fr_pes
2023011700,Mise en accessibilité au lycée Georges Baptiste à Canteleu (76) Lot 5 Serrurerie,58643.0,44316500-3,Procédure adaptée,Marché,2023-11-30,8,Révisable,20005340300057,,83328978800030,,,lycée Georges Baptiste à Canteleu,,,e-marchespublics
2023230480100,EXPERTISE PHYTOSANITAIRE DES ARBRES ET INTERVENTIONS D'URGENCE,140000.0,77310000-6,Procédure adaptée,Accord-cadre,2023-11-30,48,Révisable,21060030000011,,39282364700053,,,LE CANNET,,,data.gouv.fr_pes
20232023S0017100,"Réfection et extension du restaurant scolaire - Mission de contrôle technique, mission de vérification des règles d'accessibilité et autres missions de vérification",12955.0,71631300-3,Procédure adaptée,Marché,2023-11-30,3,Ferme,21350238800019,,79018278601198,,,(35) Ille-et-Vilaine,,,megalis-bretagne
202319800,Maintenance et évolution de la solution NEPTUNE,135000.0,72250000-2,Marché négocié sans publicité ni mise en concurrence préalable,Accord-cadre,2023-11-30,72,Révisable,22220001600327,,48187416200045,,,COTES-D'ARMOR,,,data.gouv.fr_pes
202323AC01300,MARCHE DE TELEPHONIE MOBILE: Lot 1 : VOIX ET INTERNET,7500.0,32250000-0,Procédure adaptée,Accord-cadre,2023-11-30,12,Révisable,28974013600030,,38012986648625,,,LA REUNION,,,e-marchespublics
202398049400,"REAMENAGEMENT DES BATIMENTS SPORTIFS DE LA COMMUNAUTE DE COMMUNES DU PAYS VIGANAIS - HALLE AUX SPORTS ""PIERRE DURAND"": Lot 1: GROS OEUVRE",96160.0,45262522-6,Procédure adaptée,Marché,2023-11-30,6,Ferme,24300027000047,,89906821700012,,,LE VIGAN,,,e-marchespublics
202398049600,"REAMENAGEMENT DES BATIMENTS SPORTIFS DE LA COMMUNAUTE DE COMMUNES DU PAYS VIGANAIS - HALLE AUX SPORTS ""PIERRE DURAND"": Lot 3: TRAVAUX DE COUVERTURE METALLIQUE",146478.0,45261213-0,Procédure adaptée,Marché,2023-11-30,6,Ferme,24300027000047,,88848821000012,,,Le vigan,,,e-marchespublics
20232024S0000100,CONTRÔLE DU STATIONNEMENT PAYANT ET GESTION DES RECOURS,7306641.0,71700000-5,Appel d'offres ouvert,Marché,2023-11-30,63,Révisable,21350238800019,,82351309800017,,,(35) Ille-et-Vilaine,,,megalis-bretagne
202323DIP59300,RD 11b / 111b - Travaux de finitions,109000.0,45233140-2,Appel d'offres ouvert,Marché,2023-11-30,3,Révisable,20007695800012,,42138270600016,,,AJACCIO CEDEX 1,,,data.gouv.fr_pes
2023 05 LOT 300,TRAVAUX REHABILITATION MAIRIE LOT 3,45942.88,45210000-2,Procédure adaptée,Marché,2023-11-30,7,Ferme,21310507500013,,49873167800054,,,SAINT PAUL SUR SAVE,,,data.gouv.fr_pes
202398049500,"REAMENAGEMENT DES BATIMENTS SPORTIFS DE LA COMMUNAUTE DE COMMUNES DU PAYS VIGANAIS - HALLE AUX SPORTS ""PIERRE DURAND"": Lot 2: TRAVAUX DE DESAMIANTAGE",38000.0,45262660-5,Procédure adaptée,Marché,2023-11-30,6,Ferme,24300027000047,,81061196200012,,,Le vigan,,,e-marchespublics
202398054100,Marché de prestations de service pour l'exploitation des deux déchèteries communautaires : transport et traitement: Lot 3: BOIS (Transport et traitement),22080.0,90500000-2,Appel d'offres ouvert,Marché,2023-11-30,36,Révisable,49312870600014,,41412382800017,,,KOENIGSMACKER et GUENANGE,,,e-marchespublics
2023M2D0056DSM00,Travaux de réhabilitation du centre aquatique Neptune à Montpellier Lot : 13 - COUVERTURE THERMIQUE EXTERIEURE,244500.0,45321000-3,Appel d'offres ouvert,Marché,2023-11-30,6,Révisable,24340001700022,,55850293600070,,,MONTPELLIER MEDITERRANEE METRO,,,data.gouv.fr_pes
2024067700,FOURNITURE D?ARTICLES POUR LE GROUPEMENT DE COMMANDES ENTRETIEN HYGIENE ET ARTICLES HOTELIERS AUVERGNE RHONE ALPES,520000.0,39220000-0,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,26690025700046,,80385301900013,,,Rhone,,,data.gouv.fr_pes
202398741000,"Fourniture de pneumatiques  et prestations pour les véhicules poids lourds,  industriels et engins agricoles, d'espaces verts et de  travaux publics",52000.0,34224000-3,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,21440132500011,,30463605300015,,,PORNICHET GARAGE,,,e-marchespublics
20231000,Fourniture et pose de jeux au jardin public de Loches,46486.0,43325000-7,Procédure adaptée,Marché,2023-11-30,2,Ferme,21370132900012,,32164332200035,,,Jardin public ville de Loches,,,e-marchespublics
2022GR926100,ENSEMBLE DU DÉPARTEMENT FOURNITURE ET TRANSPORT DE LIANT ANHYDRE POUR L'ENTRETIEN DES ROUTES DÉPARTEMENTALES,3200000.0,44113610-4,Appel d'offres ouvert,Accord-cadre,2023-11-30,49,Révisable,22090001300016,,38180184400014,,,Ariège (département),,,data.gouv.fr_pes
2024ASSLOT500,LOT No5 - RISQUES STATUTAIRES - 2024 2027,214820.72,66510000-8,Procédure adaptée,Marché,2023-11-30,48,Révisable,21440102800011,,83381722400029,,,Montbert,,,data.gouv.fr_pes
202423187200,TX AMELIORATION REPARATION EXTENSION RESEAUX & OUVRAGES EU - LOT 2 ZONE MOYEN PAYS,2000000.0,45232410-9,Appel d'offres ouvert,Accord-cadre,2023-11-30,84,Ferme,24060058500014,,90020195500029,,,SOPHIA-ANTIPOLIS,,,data.gouv.fr_pes
20242024-0200,REHABILITATION DE LA BOULANGERIE ET DE SON LOGEMENT LOT 2 CHARPENTE,53669.95,45261000-4,Procédure adaptée,Marché,2023-11-30,12,Ferme et actualisable,21720381900016,,53466795100022,,,Voivres-lès-le-Mans,,,data.gouv.fr_pes
20232023050BG00,LOT1 VRD TRX RENOVATION SALLE LES OREADES MONTSURS,106888.5,45112500-0,Procédure adaptée,Marché,2023-11-30,18,Révisable,20003329800015,,48499957800046,,,EVRON,,,data.gouv.fr_pes
2023X13400,REHABILITATION D UNE ANCIENNE MAISON EN CENTRE D HEBERGEMENT POUR SAISONNIERS A GRAND  LOT 1 VRD GROS OEUVRE,168843.1,45223220-4,Procédure adaptée,Marché,2023-11-30,8,Révisable,22880001700011,,35088029000027,,,LES VOSGES,,,data.gouv.fr_pes
2023000002329400,LOT 24 Transport scolaire fluvial,400000.0,60000000-8,Appel d'offres ouvert,Accord-cadre,2023-11-30,20,Révisable,20005267800014,,39413730100013,,,CAMOPI,,,data.gouv.fr_pes
2023022900,FOURNITURE DE DENREES ALIMENTAIRES COMMERCIALISEES EN CUIRCUITS COURTS,60000.0,15100000-9,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,20005684400018,,50504980900021,,,LA MANCHE,,,data.gouv.fr_pes
2023M3D0110RI00,PRESTATION GESTION PROJETS INFORMATIQUE,900000.0,75310000-2,Procédure adaptée,Accord-cadre,2023-11-30,25,Ferme,24340001700022,,77605646700587,,,MONTPELLIER MEDITERRANEE METRO,,,data.gouv.fr_pes
2023PA49400,PRESTATION DE MÉDECINE PROFESSIONNELLE ET PRÉVENTIVE,178000.0,85147000-1,Procédure adaptée,Marché,2023-11-30,48,Ferme,28770831700014,,77572822301053,,,SEINE-ET-MARNE,,,data.gouv.fr_pes
20230020100,Espace culturel - Lot 1 : Terrassement-VRD,278794.12,45200000-9,Procédure adaptée,Marché,2023-11-30,18,Révisable,21220134700011,,32933888301078,,,Louannec,,,data.gouv.fr_pes
2024068700,FOURNITURE D?ARTICLES POUR LE GROUPEMENT DE COMMANDES ENTRETIEN HYGIENE ET ARTICLES HOTELIERS AUVERGNE RHONE ALPES,40000.0,39220000-0,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,26690025700046,,70205190500066,,,Rhone,,,data.gouv.fr_pes
249923768,RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES: Lot 8: RÉHABILITATION DE 63 LOGEMENTS  RUE DES LILAS A CASTRES - lot 8 platrerie,177822.0,45410000-4,Procédure adaptée,Marché,2023-11-30,3,Unitaire,50227332900024,,80987352400023,,1.0,,,,e-marchespublics
202398736400,Fourniture de pneumatiques  et prestations pour les véhicules légers particuliers et  utilitaires ainsi que pour certains petits matériels,28000.0,34224000-3,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,21440132500011,,30463605300015,APS NAZAIRIEN,,PORNICHET GARAGE,,,e-marchespublics
202318000,"Langrune sur mer et#8211; lot. ""le clos des sages"" - 11-13 rue s. Veil - construction de 10 logements intermédiaires: Lot 6 : cloisons - doublages plafonds",60035.0,44112300-1,Procédure adaptée,Marché,2023-11-30,13,Révisable,78070570300012,,32852642100016,,,LANGRUNE SUR MER,,,e-marchespublics
20232023C1800,MOE_Aménagement_voies_douces_Dagueys_phase3,56500.0,71000000-8,Procédure adaptée,Marché,2023-11-30,36,Révisable,20007009200222,,82810960300039,CETAB INGENIERIE,,LIBOURNE,,,data.gouv.fr_pes
2023AOEV0600,LOT6 PARCELLE AB200,280000.0,77310000-6,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Ferme et actualisable,21971120700015,,33825976500059,,,POINTE A PITRE,,,data.gouv.fr_pes
2023R001400,R2023/0014 RENOUVELLEMENT DES BRANCHEMENTS EN VUE DE LA POSE DE COMPTEURS INDIVIDUELS LOT 1 AN1,800000.0,45232150-8,Procédure adaptée,Accord-cadre,2023-11-30,72,Révisable,87956474800017,,51373754400074,,,ALPES MARITIMES,,,data.gouv.fr_pes
2024020100,REFECTION ECLAIRAGE 5 BATIMENTS COMMUNAUX,234912.66,45317000-2,Procédure adaptée,Marché,2023-11-30,8,Ferme,21400119000013,,30655291000011,,,HAGETMAU,,,data.gouv.fr_pes
20233000,"RENOUVELLEMENT DU PARCOURS CHATEAU DES DEFIS - LOT 04 ELECTRICITE, ECLAIRAGE, MATERIEL AUDIOVISUEL ET MULTIMEDIA",52443.2,45311200-2,Procédure adaptée,Marché,2023-11-30,4,Ferme et actualisable,20001305000014,,43528227200010,,,Durrenbach,,,data.gouv.fr_pes
20232023-4001,Création du réseau de transfert des eaux usées de Martignat jusqu'à la station d?épuration de Groissiat,2599423.5,45232411-6,Procédure adaptée,Marché,2023-11-30,8,Révisable,20004293500037,,34935687300050,FAMY TP SASU,,OYONNAX CEDEX,,,data.gouv.fr_pes
24994970,Assurance flotte automobile,48765.0,66514110-0,Appel d'offres ouvert,Marché,2023-11-30,36,Forfaitaire,45650355600080,,83381722400029,,2.0,,,,e-marchespublics
2024067900,FOURNITURE D?ARTICLES POUR LE GROUPEMENT DE COMMANDES ENTRETIEN HYGIENE ET ARTICLES HOTELIERS AUVERGNE RHONE ALPES,240000.0,39220000-0,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,26690025700046,,70205190500066,,,Rhone,,,data.gouv.fr_pes
20242023AP190300,HABILITATION ELECTRIQUE,50000.0,80511000-9,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Ferme,21830115800018,,81046866000016,,,SAINTE-MAXIME,,,data.gouv.fr_pes
20232023L30_0700,7_ELECTRICITE,59312.94,45311200-2,Procédure adaptée,Marché,2023-11-30,3,Ferme et actualisable,21330243300015,,30825057000584,,,LIBOURNE,,,data.gouv.fr_pes
20232023L30_0701,7_ELECTRICITE,59312.94,45311200-2,Procédure adaptée,Marché,2023-11-30,3,Ferme et actualisable,21330243300015,,30825057000584,,,LIBOURNE,,,data.gouv.fr_pes
202323012000,AMENAGEMENT DE L AVENUE DE LA GRANDE CHARTREUSE SUR LA COMMUNE DE CHAMBERY LOT 2 - ENROBES ET AUTRES REVETEMENTS DE SURFACE,161321.87,45233141-9,Procédure adaptée,Marché subséquent,2023-11-30,1,Ferme,20006911000019,,67682013700278,,,CHAMBERY,,,data.gouv.fr_pes
202343800,Restauration des voutes des deux premières travées de l'impasse pompon,56745.61,45262512-3,Procédure adaptée,Marché,2023-11-30,4,Ferme et actualisable,21340032800018,,30378993700032,,,BEZIERS,,,data.gouv.fr_pes
202398049800,"REAMENAGEMENT DES BATIMENTS SPORTIFS DE LA COMMUNAUTE DE COMMUNES DU PAYS VIGANAIS - HALLE AUX SPORTS ""PIERRE DURAND"": Lot 5: TRAVAUX DE MENUISERIE",100913.0,45421000-4,Procédure adaptée,Marché,2023-11-30,6,Ferme,24300027000047,,51391726000012,,,Le vigan,,,e-marchespublics
20232023F0010500,Système d’acquisition dynamique pour l’achat de véhicules neufs ou d’occasion pour le parc automobile de la Ville de Vannes et du CCAS - Catégorie 4 : Véhicules légers et fourgonnettes occasions - Véhicule léger d’occasion 1,17584.0,34100000-8,Appel d'offres ouvert,Marché,2023-11-30,1,Ferme,21560260800014,,48494055600018,,,(56) Morbihan,,,megalis-bretagne
2024067500,FOURNITURE D?ARTICLES POUR LE GROUPEMENT DE COMMANDES ENTRETIEN HYGIENE ET ARTICLES HOTELIERS AUVERGNE RHONE ALPES,50000.0,39220000-0,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,26690025700046,,40799550500010,,,Rhone,,,data.gouv.fr_pes
20232023057BG00,LOT8 DOUBLAGES CLOISONS TRX RENOVATION SALLES LES OREADES MONTSURS,46780.0,45421141-4,Procédure adaptée,Marché,2023-11-30,20,Révisable,20003329800015,,53763791000010,,,EVRON,,,data.gouv.fr_pes
2023045900,FOURNITURE DE PLATS PREPARES POUR LE SELF DU PERSONNEL DU GHI LE RAINCY-MONTFERMEIL,556200.0,15894000-1,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,20001803400013,,66202519660347,,,SEINE ST DENIS,,,data.gouv.fr_pes
202398281200,SOUSCRIPTION ET GESTION DES CONTRATS D'ASSURANCES: Lot 4 : ASSURANCE SUR LES CYBER RISQUES,5447.0,66510000-8,Appel d'offres ouvert,Marché,2023-11-30,48,Révisable,21840035600018,,81866077100028,,,Cavaillon,,,e-marchespublics
2023202306200,FOURNITURES ET TRAVAUX DE POSE ET REPERATION DE CLOTURES ET PORTAILS SITE MBA,200000.0,45342000-6,Procédure adaptée,Accord-cadre,2023-11-30,48,Révisable,20007030800016,,75320429600010,,,MACON CEDEX,,,data.gouv.fr_pes
202323ET170200,TX IMPLANTATION CONTENEURS SEMI-ENTERRES/ENTERRES - NORD,1100000.0,45222000-9,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,20005939200015,,78993454400048,,,ST ETIENNE DE ST GEOIRS,,,data.gouv.fr_pes
202323ET170300,TX IMPLANTATION CONTENEURS SEMI-ENTERRES/ENTERRES - SUD,1100000.0,45222000-9,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,20005939200015,,43388867400150,,,ST ETIENNE DE ST GEOIRS,,,data.gouv.fr_pes
2023053302,"Mise à disposition d?une bibliothèque de logiciels multi-éditeurs et prestations associées, pour les 3 établissement du GHT-GPNE",399000.0,48000000-8,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,20001803400013,,38873456800495,,,SEINE ST DENIS,,,data.gouv.fr_pes
2023000002330100,MATERIEL DE BUANDERIE POUR LES EPLE,210000.0,75200000-8,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,20005267800014,,81339630600033,,,CAYENNE,,,data.gouv.fr_pes
20232300024 0100,Lot 1 Déneigement parking des Parchets et accès chemin de Platé,100000.0,90620000-9,Procédure adaptée,Accord-cadre,2023-11-30,24,Révisable,21740208000014,,95040155400015,,,PASSY,,,data.gouv.fr_pes
202323FS0430200,TESTS D ETANCHEITE DES RESEAUX D ASSAINISSEMENT,72000.0,71631000-0,Appel d'offres ouvert,Marché,2023-11-30,48,Révisable,20006930000214,,33937998406338,,,TARBES,,,data.gouv.fr_pes
20242024-0400,REHABILITATION DE LA BOULANGERIE ET DE SON LOGEMENT PLATRERIE LOT 4,76000.0,45410000-4,Procédure adaptée,Marché,2023-11-30,12,Ferme et actualisable,21720381900040,,43936995000035,,,Voivres-lès-le-Mans,,,data.gouv.fr_pes
2024068201,FOURNITURE D?ARTICLES POUR LE GROUPEMENT DE COMMANDES ENTRETIEN HYGIENE ET ARTICLES HOTELIERS AUVERGNE RHONE ALPES,40000.0,39220000-0,Appel d'offres ouvert,Accord-cadre,2023-11-30,48,Révisable,26690025700046,,32796302100040,,,Rhone,,,data.gouv.fr_pes
